Partner Country,Reporting Country,Segment,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
Niger,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niger,Senegal,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,South Africa,Cut Size,"1,723","1,719","1,730","1,720","1,707","1,764","1,688","1,669","1,934","1,461","1,611","2,729",44,"2,060","6,084","10,348","9,893","17,567","40,926","21,165","19,475","12,049","9,008","10,284","9,578","1,976",3775.2,"5,110","3,620","4,168","4,299","4,029","4,166","4,165","4,120","4,150","4,145","4,138","4,145","4,143","4,142","4,143","4,143","4,142","4,143","4,143","4,143","4,143","4,143","4,143","4,143"
Nigeria,South Africa,Folio,331,331,330,331,332,327,335,333,313,358,329,252,491,245,20,1,824,"3,059",824,"1,628","2,709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,South Africa,Reels,201,202,202,201,203,203,196,209,203,178,245,186,101,448,10,142,"3,664","3,304",890,"3,932","6,463","3,219","1,555",963,"3,091",968,2.4,"1,354",775,710,946,810,822,860,831,838,843,837,839,840,839,839,839,839,839,839,839,839,839,839,839
Nigeria,Ghana,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nigeria,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,7,2,3,4,3,3,4,3,4,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4
Reunion,South Africa,Cut Size,20,20,20,20,20,20,19,20,22,16,20,29,0,32,54,169,76,592,"1,567",955,377,279,319,564,540,500,528,523,517,523,521,520,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521,521
Reunion,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,6,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
Senegal,South Africa,Cut Size,153,153,154,153,152,157,150,148,172,129,143,245,0,184,550,789,764,679,"1,788",814,419,140,240,160,180,0,48,76,41,55,57,51,55,54,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54
Senegal,South Africa,Folio,33,33,33,33,33,32,34,33,31,37,32,24,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,South Africa,Reels,22,22,22,22,22,22,23,22,20,26,20,15,44,0,0,14,201,0,47,30,155,156,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Morocco,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Morocco,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Morocco,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,102,13,35,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senegal,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,20,0,0,0,0,21,0,0,7,2,3,4,3,3,4,3,4,4,3,4,4,3,4,4,3,4,3,3,4,3,3,4
Sierra Leone,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,20,94,153,160,120,60,140,0,0,20,0,7,9,5,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Sierra Leone,Ghana,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,264,38,374,80,260,20,80,0,33,38,24,32,31,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30
Somalia,Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
Somalia,Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
Somalia,Egypt,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Somalia,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,21,0,7,9,5,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
South Africa,Ghana,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
South Sudan,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,8,4.8,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
South Sudan,Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1
Sudan,South Africa,Cut Size,16,16,16,16,16,16,16,14,19,14,11,32,0,0,95,211,275,40,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,South Africa,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,122,0,41,54,32,42,43,39,41,41,40,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41
Sudan,Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Egypt,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,248,0,83,110,64,86,87,79,84,83,82,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83
Sudan,Egypt,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,25,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sudan,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,38,236,575,74,114,12,112,19.2,48,60,42,50,51,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49
Tanzania,South Africa,Cut Size,680,678,682,679,674,695,668,659,757,589,631,"1,050",87,755,"2,310","3,741","3,821","5,686","8,727","11,353","9,512","9,334","11,132","10,545","12,152","10,396",7792.8,"10,114","9,434","9,114","9,554","9,367","9,345","9,422","9,378","9,382","9,394","9,384","9,387","9,388","9,386","9,387","9,387","9,387","9,387","9,387","9,387","9,387","9,387","9,387","9,387"
Tanzania,South Africa,Folio,206,206,206,206,206,204,209,206,196,225,197,168,310,112,82,280,319,"1,050","1,934","1,259",103,40,153,258,90,71,0,54,42,32,42,39,38,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
Tanzania,South Africa,Reels,212,212,212,211,212,211,211,215,207,211,229,181,222,284,37,119,833,"1,390","2,594",760,"3,300","1,741","3,272","3,063","3,391",628,2937.6,"2,319","1,961","2,406","2,229","2,199","2,278","2,235","2,237","2,250","2,241","2,243","2,245","2,243","2,243","2,244","2,243","2,243","2,243","2,243","2,243","2,243","2,243","2,243","2,243"
Tanzania,Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,1,19,6,46,53,26,11,16,0,9,8,6,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Tanzania,Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218,93,294,207,15,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tanzania,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,South Africa,Cut Size,91,91,92,91,90,93,89,88,103,78,82,151,0,94,360,516,858,"1,511","3,924",794,319,499,"1,182",977,340,0,0,113,38,50,67,52,56,58,56,57,57,56,57,57,57,57,57,57,57,57,57,57,57,57,57
Togo,South Africa,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Togo,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,75,0,25,33,19,26,26,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25
Togo,Cote d'Ivoire,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
Tunisia,Egypt,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,95,0,0,32,11,14,19,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
Tunisia,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,107,151,54,0,68,41,36,48,42,42,44,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43
Tunisia,Algeria,Cut Size,352,352,353,350,354,355,340,366,360,295,443,342,100,886,40,407,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,South Africa,Cut Size,681,679,684,680,674,698,668,654,772,579,610,"1,128",0,701,"2,683","4,454","4,802","4,639",165,"5,471","9,224","8,344","6,895","8,440","5,830","6,346",1584,"4,587","4,172","3,448","4,069","3,896","3,804","3,923","3,875","3,867","3,888","3,877","3,877","3,881","3,878","3,879","3,879","3,879","3,879","3,879","3,879","3,879","3,879","3,879","3,879"
Uganda,South Africa,Folio,15,15,15,15,14,15,14,14,17,12,13,25,0,13,61,0,453,379,0,338,0,4,492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,South Africa,Reels,371,371,372,369,372,373,363,382,375,331,439,354,200,764,97,187,577,"1,213",2,681,"1,283","1,565",476,212,"1,101","1,167",830.4,"1,033","1,010",958,"1,000",989,982,991,987,987,988,988,988,988,988,988,988,988,988,988,988,988,988,988,988
Uganda,Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,38,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,55,19,54,11,36,13,29,184,36,31.2,84,50,55,63,56,58,59,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
Uganda,Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,078",816,817,24,40,8,48,0,218,70,38.4,109,72,73,85,77,78,80,78,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79,79
Uganda,Egypt,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Uganda,Egypt,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
Uganda,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,157,638,185,399,0,195,198,131,174,168,158,167,164,163,164,164,164,164,164,164,164,164,164,164,164,164,164,164,164
Zambia,South Africa,Cut Size,42,42,42,41,42,42,41,42,43,37,46,48,17,72,55,"2,097","2,785","3,395","3,236","3,805","2,852","3,783","5,338","4,705","5,717","3,842",5611.2,"5,057","4,837","5,168","5,021","5,008","5,066","5,032","5,035","5,044","5,037","5,039","5,040","5,039","5,039","5,039","5,039","5,039","5,039","5,039","5,039","5,039","5,039","5,039","5,039"
Zambia,South Africa,Folio,888,886,891,886,881,905,873,867,974,778,848,"1,298",188,"1,056","2,650","4,134","2,385","1,199","110,464","1,902","3,344","3,005","3,463","2,240","1,374","1,631",1348.8,"1,451","1,477","1,426","1,451","1,451","1,443","1,448","1,448","1,446","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447","1,447"
Zambia,South Africa,Reels,506,507,506,506,508,504,506,514,491,513,539,421,579,618,65,375,316,271,29,74,29,109,321,383,404,756,1154.4,771,894,940,868,901,903,891,898,897,895,897,897,896,897,897,897,897,897,897,897,897,897,897,897
Zambia,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Zimbabwe,South Africa,Cut Size,310,310,312,309,310,316,301,313,334,257,347,398,25,619,550,459,547,623,614,309,878,544,"2,857","2,070","2,615","6,183",8042.4,"5,613","6,613","6,756","6,328","6,566","6,550","6,481","6,532","6,521","6,511","6,521","6,518","6,517","6,519","6,518","6,518","6,518","6,518","6,518","6,518","6,518","6,518","6,518","6,518"
Zimbabwe,South Africa,Folio,106,106,107,106,107,107,103,110,108,92,129,102,46,240,21,131,984,587,769,"1,651","4,881","4,912","4,048","5,129","4,581","1,255",1704,"2,513","1,824","2,014","2,117","1,985","2,039","2,047","2,024","2,036","2,036","2,032","2,035","2,034","2,033","2,034","2,034","2,034","2,034","2,034","2,034","2,034","2,034","2,034","2,034"
Zimbabwe,South Africa,Reels,215,215,215,216,216,213,219,215,205,237,204,173,334,104,80,313,693,183,352,94,821,453,505,330,168,669,1552.8,797,"1,006","1,119",974,"1,033","1,042","1,016","1,030","1,029","1,025","1,028","1,028","1,027","1,028","1,027","1,027","1,027","1,027","1,027","1,027","1,027","1,027","1,027","1,027"
Central African Republic,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,58,20,0,40,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Botswana,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,64,83,79.2,75,79,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78
Botswana,South Africa,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207,"1,108",910,1087.2,"1,035","1,011","1,044","1,030","1,028","1,034","1,031","1,031","1,032","1,031","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032","1,032"
Botswana,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,188,80,4.8,91,59,51,67,59,59,62,60,60,61,60,60,60,60,60,60,60,60,60,60,60,60,60,60
Swaziland,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,166,233,676.8,359,423,486,422,444,451,439,445,445,443,444,444,444,444,444,444,444,444,444,444,444,444,444,444
Swaziland,South Africa,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,8,4.8,9,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Swaziland,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,59,14,74.4,49,46,56,50,51,53,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52
Eritrea,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eritrea,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seychelles,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,40,60,48,49,52,50,51,51,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51
Guinea-Bissau,Senegal,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guinea-Bissau,Senegal,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
Djibouti,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,60,40,48,49,46,48,48,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47
Djibouti,Egypt,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burkina Faso,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,13,4,6,8,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
Burkina Faso,Cote d'Ivoire,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"Congo, Dem. Rep.",South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,274,549,463.2,429,480,457,455,464,459,460,461,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460,460
"Congo, Dem. Rep.",South Africa,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,110,124,43.2,92,87,74,84,82,80,82,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81
"Congo, Dem. Rep.",South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,295,211,180,229,207,205,213,208,209,210,209,209,210,209,210,210,209,210,210,209,210,210,209,210,210,209,210
"Congo, Dem. Rep.",Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,19,386.4,140,182,236,186,201,208,198,202,203,201,202,202,202,202,202,202,202,202,202,202,202,202,202,202
"Congo, Dem. Rep.",Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,241,220,156,14.4,130,100,82,104,95,94,98,95,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96,96
"Congo, Dem. Rep.",Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,360,61,0,140,67,69,92,76,79,83,79,80,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Rwanda,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,8,11,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
Rwanda,Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rwanda,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,31,14,2.4,16,11,10,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
Rwanda,Kenya,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,324,12,2.4,113,42,53,69,55,59,61,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59
Rwanda,Egypt,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,3,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,0,1
Rwanda,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,978,"1,564",705.6,"1,083","1,117",969,"1,056","1,047","1,024","1,042","1,038","1,035","1,038","1,037","1,037","1,037","1,037","1,037","1,037","1,037","1,037","1,037","1,037","1,037","1,037","1,037","1,037"
Burundi,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,13,11,8,11,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10
Burundi,Kenya,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burundi,Egypt,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,72,0,24,32,19,25,25,23,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
Malawi,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,667","2,076","1,659",2592,"2,109","2,120","2,274","2,168","2,187","2,209","2,188","2,195","2,197","2,193","2,195","2,195","2,195","2,195","2,195","2,195","2,195","2,195","2,195","2,195","2,195","2,195","2,195","2,195"
Malawi,South Africa,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,806,784,"1,335",1473.6,"1,198","1,335","1,336","1,289","1,320","1,315","1,308","1,314","1,313","1,312","1,313","1,312","1,312","1,313","1,312","1,312","1,312","1,312","1,312","1,312","1,312","1,312","1,312","1,312"
Malawi,South Africa,Reels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,145,219,264,209,231,235,225,230,230,228,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229,229
Malawi,Kenya,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St. Helena,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
St. Helena,South Africa,Folio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Equatorial Guinea,South Africa,Cut Size,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,457",0,0,486,162,216,288,222,242,250,238,243,244,242,243,243,243,243,243,243,243,243,243,243,243,243,243
